Time,Purity
0.0,1.0
0.02095792297258034,0.93892
0.04191584594516068,0.7955000000000001
0.06287376891774102,0.6483000000000001
0.08383169189032136,0.53016
0.1047896148629017,0.45263999999999993
0.12574753783548204,0.39125999999999994
0.14670546080806238,0.3395600000000001
0.16766338378064272,0.3063800000000001
0.18862130675322306,0.276
0.2095792297258034,0.2532399999999999
0.23053715269838373,0.22971999999999992
0.2514950756709641,0.2153799999999999
0.27245299864354444,0.20589999999999997
0.29341092161612475,0.18592000000000009
0.31436884458870507,0.17599999999999993
0.33532676756128543,0.16305999999999998
0.3562846905338658,0.16090000000000004
0.3772426135064461,0.14939999999999998
0.3982005364790264,0.14080000000000004
0.4191584594516068,0.1403000000000001
0.44011638242418716,0.12495999999999996
0.46107430539676747,0.12622
0.4820322283693478,0.12159999999999993
0.5029901513419281,0.11386000000000007
0.5239480743145085,0.10983999999999994
0.5449059972870889,0.1045799999999999
0.5658639202596691,0.10002
0.5868218432322495,0.10200000000000009
0.6077797662048299,0.09342000000000006
0.6287376891774101,0.09851999999999994
0.6496956121499905,0.09034000000000009
0.6706535351225709,0.08586000000000005
0.6916114580951512,0.08509999999999995
0.7125693810677316,0.07939999999999992
0.7335273040403119,0.08410000000000006
0.7544852270128922,0.0737000000000001
0.7754431499854726,0.07014000000000009
0.7964010729580528,0.07482000000000011
0.8173589959306332,0.07079999999999997
0.8383169189032136,0.07275999999999994
0.859274841875794,0.07366000000000006
0.8802327648483743,0.06665999999999994
0.9011906878209546,0.06363999999999992
0.9221486107935349,0.06814000000000009
0.9431065337661153,0.06059999999999999
0.9640644567386956,0.06064000000000003
0.9850223797112759,0.06128
1.0059803026838563,0.05485999999999991
1.0269382256564366,0.06235999999999997
1.047896148629017,0.058740000000000014
1.0688540716015973,0.052040000000000086
1.0898119945741778,0.05726000000000009
1.110769917546758,0.057579999999999965
1.1317278405193383,0.05634000000000006
1.1526857634919188,0.0504
1.173643686464499,0.05675999999999992
1.1946016094370793,0.04868000000000006
1.2155595324096597,0.04953999999999992
1.23651745538224,0.0484
1.2574753783548203,0.044340000000000046
1.2784333013274007,0.04072000000000009
1.299391224299981,0.046720000000000095
1.3203491472725615,0.04526000000000008
1.3413070702451417,0.04127999999999998
1.362264993217722,0.04357999999999995
1.3832229161903025,0.040079999999999893
1.4041808391628827,0.04502000000000006
1.4251387621354632,0.0458400000000001
1.4460966851080435,0.0396399999999999
1.4670546080806237,0.042259999999999964
1.4880125310532042,0.04596
1.5089704540257844,0.033439999999999914
1.5299283769983647,0.041099999999999914
1.5508862999709452,0.03747999999999996
1.5718442229435254,0.037940000000000085
1.5928021459161057,0.03932000000000002
1.6137600688886862,0.03512000000000004
1.6347179918612664,0.03604000000000007
1.655675914833847,0.038880000000000026
1.6766338378064272,0.033360000000000056
1.6975917607790074,0.03357999999999994
1.718549683751588,0.03770000000000007
1.7395076067241682,0.03649999999999998
1.7604655296967486,0.03604000000000007
1.7814234526693289,0.035840000000000094
1.8023813756419091,0.0361800000000001
